
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -4.50669373e+02, 2.60251760e+00, 3.32361758e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -3.44392517e+02, -4.04694378e-01, 1.03211534e+00
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -3.42982819e+02, -5.64433098e-01, 1.06929648e+00
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -3.40282318e+02, -4.06914324e-01, 1.17090595e+00
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -3.40149567e+02, -6.14034891e-01, 1.16163456e+00
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -3.36386719e+02, -4.89833325e-01, 1.30850458e+00
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -3.36846710e+02, -6.91453695e-01, 1.26845837e+00
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, -1.25029686e+02, 2.46951866e+01, 1.93421631e+01
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, -1.08182487e+02, 2.34057293e+01, 1.89484177e+01
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 3.66369080e+02, 8.93240738e+00, -1.34865694e+01
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 3.44714966e+02, 8.80120564e+00, -1.31122484e+01
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -2.97738159e+02, 1.65099850e+01, -9.23707366e-01
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -2.95537140e+02, 2.12593632e+01, -1.13335538e+00
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -3.35504456e+02, -7.51207232e-01, -1.05939627e+00
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -3.35035400e+02, -7.89896190e-01, -1.15818870e+00
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -3.69097137e+02, 2.52393551e+01, -1.37600145e+01
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 1.43103455e+02, 3.34198799e+01, -5.59080458e+00
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -2.21816238e+02, 4.24077225e+01, 3.26554775e+00
2.76449233e-01, 3.86652499e-01, 3.49999988e-03, -2.87643921e+02, 3.81519585e+01, 4.06245565e+00
2.75771260e-01, 3.22430432e-01, 3.49999988e-03, -3.11424103e+02, 2.01296291e+01, -1.52873766e+00
2.26125121e-01, 3.79420489e-01, 3.49999988e-03, 9.68470154e+01, 3.23299828e+01, 1.39252472e+01
2.69437104e-01, 3.34188879e-01, 3.49999988e-03, -3.29714142e+02, -3.88597369e-01, -1.55478597e+00
2.44113281e-01, 3.28071207e-01, 3.49999988e-03, -4.89527588e+02, 2.23919945e+01, -7.96780109e+00
2.28653014e-01, 3.46790612e-01, 3.49999988e-03, 7.08691833e+02, 2.14639544e+00, -4.53865814e+00
2.28822231e-01, 3.46546143e-01, 3.49999988e-03, 7.05679565e+02, 1.86296272e+00, -4.47084427e+00
2.29667142e-01, 3.43131721e-01, 3.49999988e-03, 5.74023071e+02, 4.36332226e+00, -9.01607704e+00
2.29885608e-01, 3.42704922e-01, 3.49999988e-03, 5.56010681e+02, 4.32410192e+00, -8.94183254e+00
2.48497680e-01, 3.28154474e-01, 3.49999988e-03, -5.34636475e+02, 1.29227180e+01, -2.19676685e+00
2.48835951e-01, 3.28345299e-01, 3.49999988e-03, -5.36246338e+02, 1.12704239e+01, -1.69361079e+00
2.52171457e-01, 3.28182817e-01, 3.49999988e-03, -5.06769440e+02, 8.95913792e+00, -3.81753027e-01
2.52614528e-01, 3.28439295e-01, 3.49999988e-03, -5.04388306e+02, 7.58679914e+00, -1.28979936e-01
