
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -3.27036328e+03, 4.32440090e+00, -4.10108745e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -2.76551587e+03, -4.14435625e+00, 4.45880985e+00
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -2.76098950e+03, -4.16549444e+00, 4.44606209e+00
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -2.75330542e+03, -4.21558857e+00, 4.82073784e+00
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -2.75279199e+03, -4.20850229e+00, 4.66052914e+00
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -2.74231494e+03, -4.27564764e+00, 5.13362598e+00
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -2.74346509e+03, -4.22426033e+00, 4.89422321e+00
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, -1.28558911e+03, 8.83285904e+01, 6.69856949e+01
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, -1.16316699e+03, 8.54851151e+01, 6.73518600e+01
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 2.54464746e+03, 3.61828651e+01, -5.34520302e+01
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 2.34886987e+03, 3.64365273e+01, -5.32695045e+01
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -2.63470410e+03, 5.18326569e+01, -3.64270043e+00
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -2.59629590e+03, 7.25677490e+01, -4.95350456e+00
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -2.73525928e+03, -3.23498011e+00, -3.80816507e+00
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -2.73451733e+03, -3.53644371e+00, -4.16692591e+00
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -3.28782227e+03, 9.87114487e+01, -5.35111732e+01
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 9.64286743e+02, 9.58788147e+01, -1.46546364e+01
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -1.86210022e+03, 1.21953651e+02, 9.15607929e+00
2.76449233e-01, 3.86652499e-01, 3.49999988e-03, -2.35817114e+03, 1.22288910e+02, 1.50320482e+01
2.75771260e-01, 3.22430432e-01, 3.49999988e-03, -2.64601343e+03, 7.15179214e+01, -7.76186371e+00
2.26125121e-01, 3.79420489e-01, 3.49999988e-03, 6.58689636e+02, 9.31839981e+01, 3.63672523e+01
2.69437104e-01, 3.34188879e-01, 3.49999988e-03, -2.71924341e+03, -3.94144082e+00, -5.50879240e+00
2.44113281e-01, 3.28071207e-01, 3.49999988e-03, -4.13271680e+03, 9.18699875e+01, -3.40490570e+01
2.28653014e-01, 3.46790612e-01, 3.49999988e-03, 5.42642188e+03, 9.27860451e+00, -1.85915890e+01
2.28822231e-01, 3.46546143e-01, 3.49999988e-03, 5.39001904e+03, 8.21417236e+00, -1.89539356e+01
2.29667142e-01, 3.43131721e-01, 3.49999988e-03, 4.27252441e+03, 1.84557800e+01, -3.70784531e+01
2.29885608e-01, 3.42704922e-01, 3.49999988e-03, 4.10707764e+03, 1.85815582e+01, -3.75349693e+01
2.48497680e-01, 3.28154474e-01, 3.49999988e-03, -4.23392578e+03, 5.19180031e+01, -1.06228409e+01
2.48835951e-01, 3.28345299e-01, 3.49999988e-03, -4.22470703e+03, 4.45096436e+01, -8.29601002e+00
2.52171457e-01, 3.28182817e-01, 3.49999988e-03, -3.79887524e+03, 3.12461109e+01, -3.30940962e+00
2.52614528e-01, 3.28439295e-01, 3.49999988e-03, -3.75692358e+03, 2.51141262e+01, -2.07226157e+00
2.50179917e-01, 3.71934444e-01, 3.49999988e-03, -4.05262402e+03, 4.15083008e+01, 6.39324284e+00
2.49690250e-01, 3.71678323e-01, 3.49999988e-03, -4.11981836e+03, 3.88354454e+01, 6.10850382e+00
2.17573375e-01, 3.07989866e-01, 3.49999988e-03, 7.28005493e+02, 9.65703812e+01, -2.30780277e+01
2.85152465e-01, 3.71849865e-01, 3.49999988e-03, -2.68265771e+03, 1.87263031e+01, 4.38764429e+00
2.30627552e-01, 3.05202305e-01, 3.49999988e-03, -1.12901947e+02, 1.04380196e+02, -2.60312595e+01
2.90271044e-01, 3.60522479e-01, 3.49999988e-03, -2.68750244e+03, -7.56554651e+00, 2.98327327e+00
2.80164719e-01, 3.54305744e-01, 3.49999988e-03, -2.64627710e+03, -6.89269018e+00, 2.65572190e+00
2.19507426e-01, 3.57373744e-01, 3.49999988e-03, 4.09824268e+03, 5.34832344e+01, 1.92691422e+01
2.71199197e-01, 3.31573874e-01, 3.49999988e-03, -2.70175659e+03, 2.03732893e-01, -4.97213507e+00
