
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -2.70808014e+02, 2.11901617e+00, 3.36696923e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -2.05223236e+02, -5.84576279e-04, 5.63484967e-01
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -2.04284271e+02, -1.51333332e-01, 6.04000330e-01
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -2.02309235e+02, 1.06010698e-02, 6.59311116e-01
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -2.02277145e+02, -1.91348240e-01, 6.72304869e-01
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -1.99544067e+02, -5.80449700e-02, 7.61921048e-01
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -1.99936172e+02, -2.60762751e-01, 7.54998565e-01
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, -6.38322983e+01, 1.68275776e+01, 1.32121353e+01
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, -5.36322327e+01, 1.58686361e+01, 1.28753443e+01
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 2.13138214e+02, 5.90981007e+00, -8.95425797e+00
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 2.01509415e+02, 5.79792833e+00, -8.66122150e+00
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -1.66405472e+02, 1.23815327e+01, -2.34530166e-01
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -1.65519348e+02, 1.55633116e+01, -3.58747721e-01
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -1.99282043e+02, -4.17893976e-01, -6.62743032e-01
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -1.98932648e+02, -4.24588323e-01, -7.21522033e-01
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -2.01706207e+02, 1.69799023e+01, -9.19537830e+00
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 8.21528625e+01, 2.48410263e+01, -4.25949860e+00
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -1.22818047e+02, 3.13380852e+01, 2.05279875e+00
2.76449233e-01, 3.86652499e-01, 3.49999988e-03, -1.66815353e+02, 2.71693153e+01, 2.35458612e+00
2.75771260e-01, 3.22430432e-01, 3.49999988e-03, -1.81036758e+02, 1.45647564e+01, -6.81268394e-01
2.26125121e-01, 3.79420489e-01, 3.49999988e-03, 5.34212914e+01, 2.40245819e+01, 1.06918945e+01
2.69437104e-01, 3.34188879e-01, 3.49999988e-03, -1.94774612e+02, 3.26825678e-02, -9.43428218e-01
2.44113281e-01, 3.28071207e-01, 3.49999988e-03, -2.74099579e+02, 1.50777206e+01, -5.26189899e+00
2.28653014e-01, 3.46790612e-01, 3.49999988e-03, 4.01750122e+02, 1.40168309e+00, -2.99502254e+00
2.28822231e-01, 3.46546143e-01, 3.49999988e-03, 4.00404633e+02, 1.21160042e+00, -2.92970729e+00
2.29667142e-01, 3.43131721e-01, 3.49999988e-03, 3.28060883e+02, 2.86375570e+00, -5.94465446e+00
2.29885608e-01, 3.42704922e-01, 3.49999988e-03, 3.18356659e+02, 2.82839513e+00, -5.87144089e+00
2.48497680e-01, 3.28154474e-01, 3.49999988e-03, -3.07279663e+02, 8.87914085e+00, -1.41722393e+00
2.48835951e-01, 3.28345299e-01, 3.49999988e-03, -3.08780457e+02, 7.77879953e+00, -1.08971095e+00
2.52171457e-01, 3.28182817e-01, 3.49999988e-03, -2.97728058e+02, 6.39929247e+00, -1.71981573e-01
2.52614528e-01, 3.28439295e-01, 3.49999988e-03, -2.97136902e+02, 5.47657156e+00, -8.12645257e-03
2.50179917e-01, 3.71934444e-01, 3.49999988e-03, -3.05360291e+02, 7.64863729e+00, 7.37708330e-01
2.49690250e-01, 3.71678323e-01, 3.49999988e-03, -3.07858063e+02, 7.12632608e+00, 7.46315539e-01
2.17573375e-01, 3.07989866e-01, 3.49999988e-03, 6.23374710e+01, 2.50713749e+01, -6.73990440e+00
2.85152465e-01, 3.71849865e-01, 3.49999988e-03, -1.74346252e+02, 6.77463722e+00, 5.71112871e-01
2.30627552e-01, 3.05202305e-01, 3.49999988e-03, -4.74214554e+00, 2.74190979e+01, -7.62210083e+00
2.90271044e-01, 3.60522479e-01, 3.49999988e-03, -1.70748352e+02, -1.07759607e+00, 6.64871335e-01
2.80164719e-01, 3.54305744e-01, 3.49999988e-03, -1.73120667e+02, -1.60638618e+00, 7.07068741e-01
2.19507426e-01, 3.57373744e-01, 3.49999988e-03, 3.08846832e+02, 1.25650702e+01, 5.51983833e+00
2.71199197e-01, 3.31573874e-01, 3.49999988e-03, -1.91446686e+02, 1.76262748e+00, -7.87076712e-01
2.65724510e-01, 3.72013777e-01, 3.49999988e-03, -2.09680832e+02, 5.23883009e+00, 4.90102619e-02
2.29250818e-01, 3.35905313e-01, 3.49999988e-03, 1.55688599e+02, 1.38093920e+01, -1.43833618e+01
2.74949193e-01, 3.40164900e-01, 3.49999988e-03, -1.79144836e+02, -7.99024582e-01, -1.40581799e+00
2.41035432e-01, 3.73794675e-01, 3.49999988e-03, -2.07485184e+02, 2.41951447e+01, 1.10725298e+01
2.68660724e-01, 3.34149688e-01, 3.49999988e-03, -1.97011734e+02, -5.81718907e-02, -8.60321105e-01
2.71433324e-01, 3.55509847e-01, 3.49999988e-03, -1.74219452e+02, -3.07688564e-01, 7.03159750e-01
2.65049905e-01, 3.66360754e-01, 3.49999988e-03, -2.11249252e+02, -8.23350027e-02, 3.93037468e-01
2.32290149e-01, 3.62280309e-01, 3.49999988e-03, 1.36819214e+02, 6.32863426e+00, 8.35808659e+00
2.36904576e-01, 3.32802802e-01, 3.49999988e-03, -1.03128410e+02, 1.00247793e+01, -7.64468956e+00
2.38766909e-01, 3.31582099e-01, 3.49999988e-03, -1.68568832e+02, 1.04238768e+01, -6.58440638e+00
2.43490577e-01, 3.71544540e-01, 3.49999988e-03, -2.70532288e+02, 1.44082594e+01, 5.34395647e+00
2.70347357e-01, 3.42804104e-01, 3.49999988e-03, -1.77720734e+02, -2.94425398e-01, -6.78187668e-01
2.54969299e-01, 3.71057481e-01, 3.49999988e-03, -2.84017761e+02, 3.54363060e+00, -3.16054434e-01
