
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -9.57665222e+02, 3.21848011e+00, 1.71528012e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -7.50279236e+02, -1.50795877e+00, 2.08764529e+00
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -7.47912781e+02, -1.63647473e+00, 2.10372663e+00
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -7.43894958e+02, -1.54283714e+00, 2.30235529e+00
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -7.43457581e+02, -1.69284523e+00, 2.23455620e+00
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -7.37713379e+02, -1.63503170e+00, 2.49284625e+00
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -7.38465332e+02, -1.76204824e+00, 2.37596369e+00
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, -3.07539398e+02, 4.30711823e+01, 3.34746170e+01
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, -2.69449036e+02, 4.11891747e+01, 3.31332741e+01
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 8.56004639e+02, 1.64097023e+01, -2.45900192e+01
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 8.01022217e+02, 1.62882328e+01, -2.41282253e+01
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -6.98834106e+02, 2.42741165e+01, -2.61463547e+00
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -6.91888184e+02, 3.28547401e+01, -3.10678220e+00
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -7.35664734e+02, -1.50321901e+00, -1.89405346e+00
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -7.35100159e+02, -1.62386405e+00, -2.07638860e+00
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -8.90573486e+02, 4.52969055e+01, -2.48579140e+01
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 3.40926544e+02, 5.23843422e+01, -8.59136772e+00
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -5.33035034e+02, 6.66255341e+01, 6.56007481e+00
2.76449233e-01, 3.86652499e-01, 3.49999988e-03, -6.47473083e+02, 6.24046059e+01, 8.42709637e+00
2.75771260e-01, 3.22430432e-01, 3.49999988e-03, -6.99905640e+02, 3.21553230e+01, -3.69295955e+00
2.26125121e-01, 3.79420489e-01, 3.49999988e-03, 2.50473679e+02, 5.05620499e+01, 2.09793262e+01
2.69437104e-01, 3.34188879e-01, 3.49999988e-03, -7.27410828e+02, -1.50810051e+00, -2.82731271e+00
2.44113281e-01, 3.28071207e-01, 3.49999988e-03, -1.15042554e+03, 4.03870468e+01, -1.48039722e+01
2.28653014e-01, 3.46790612e-01, 3.49999988e-03, 1.69990857e+03, 4.03930855e+00, -8.38614941e+00
2.28822231e-01, 3.46546143e-01, 3.49999988e-03, 1.69080798e+03, 3.53196526e+00, -8.36663723e+00
2.29667142e-01, 3.43131721e-01, 3.49999988e-03, 1.36429297e+03, 8.13932037e+00, -1.66669750e+01
2.29885608e-01, 3.42704922e-01, 3.49999988e-03, 1.31852515e+03, 8.11050034e+00, -1.66510601e+01
2.48497680e-01, 3.28154474e-01, 3.49999988e-03, -1.21121570e+03, 2.26017570e+01, -4.24388504e+00
2.48835951e-01, 3.28345299e-01, 3.49999988e-03, -1.21140137e+03, 1.95425739e+01, -3.28394437e+00
2.52171457e-01, 3.28182817e-01, 3.49999988e-03, -1.10981836e+03, 1.46200323e+01, -1.04086578e+00
2.52614528e-01, 3.28439295e-01, 3.49999988e-03, -1.10069788e+03, 1.21181269e+01, -5.59335291e-01
2.50179917e-01, 3.71934444e-01, 3.49999988e-03, -1.17335779e+03, 1.86074886e+01, 2.42926979e+00
2.49690250e-01, 3.71678323e-01, 3.49999988e-03, -1.19028516e+03, 1.74102039e+01, 2.36094451e+00
2.17573375e-01, 3.07989866e-01, 3.49999988e-03, 2.70638153e+02, 5.26574287e+01, -1.34375811e+01
2.85152465e-01, 3.71849865e-01, 3.49999988e-03, -7.01446411e+02, 1.07377825e+01, 2.78803372e+00
2.30627552e-01, 3.05202305e-01, 3.49999988e-03, 8.06770611e+00, 5.70537567e+01, -1.52501173e+01
2.90271044e-01, 3.60522479e-01, 3.49999988e-03, -6.99003723e+02, -4.21747828e+00, 2.34571838e+00
2.80164719e-01, 3.54305744e-01, 3.49999988e-03, -6.86042053e+02, -3.81752133e+00, 1.69020474e+00
2.19507426e-01, 3.57373744e-01, 3.49999988e-03, 1.30716516e+03, 2.81671505e+01, 1.09398766e+01
2.71199197e-01, 3.31573874e-01, 3.49999988e-03, -7.20035217e+02, 1.17395890e+00, -2.69618297e+00
2.65724510e-01, 3.72013777e-01, 3.49999988e-03, -7.63681702e+02, 8.93580532e+00, 1.54849041e+00
2.29250818e-01, 3.35905313e-01, 3.49999988e-03, 6.68179260e+02, 3.25222321e+01, -3.20473366e+01
2.74949193e-01, 3.40164900e-01, 3.49999988e-03, -6.97213318e+02, -2.26962900e+00, -3.43998885e+00
2.41035432e-01, 3.73794675e-01, 3.49999988e-03, -8.29901245e+02, 5.87598724e+01, 2.71146030e+01
2.68660724e-01, 3.34149688e-01, 3.49999988e-03, -7.32086731e+02, -1.60297322e+00, -2.63031530e+00
2.71433324e-01, 3.55509847e-01, 3.49999988e-03, -6.82803528e+02, -7.18875349e-01, 1.62657654e+00
2.65049905e-01, 3.66360754e-01, 3.49999988e-03, -7.63530884e+02, -1.41107213e+00, 1.62407649e+00
2.32290149e-01, 3.62280309e-01, 3.49999988e-03, 5.08694000e+02, 1.80556393e+01, 2.37477169e+01
2.36904576e-01, 3.32802802e-01, 3.49999988e-03, -5.35381104e+02, 2.84824200e+01, -2.18498287e+01
2.38766909e-01, 3.31582099e-01, 3.49999988e-03, -8.03307434e+02, 2.95648727e+01, -1.88301525e+01
2.43490577e-01, 3.71544540e-01, 3.49999988e-03, -1.14597021e+03, 3.88623123e+01, 1.50665922e+01
2.70347357e-01, 3.42804104e-01, 3.49999988e-03, -6.90737793e+02, -6.93200886e-01, -1.58115578e+00
2.54969299e-01, 3.71057481e-01, 3.49999988e-03, -1.02096600e+03, 6.64557219e+00, -1.28220543e-01
2.59555727e-01, 3.23622167e-01, 3.49999988e-03, -8.33722778e+02, 3.90489616e+01, -5.24269915e+00
2.27747604e-01, 3.45203340e-01, 3.49999988e-03, 1.58791016e+03, 8.80598640e+00, -1.42548752e+01
2.69646943e-01, 3.65731299e-01, 3.49999988e-03, -7.26141052e+02, -1.57856905e+00, 2.95441270e+00
2.63427705e-01, 3.29155266e-01, 3.49999988e-03, -7.92581970e+02, 4.96848917e+00, -1.01186383e+00
2.81542689e-01, 3.61594617e-01, 3.49999988e-03, -6.97338806e+02, -2.66373801e+00, 3.23867512e+00
2.72948742e-01, 3.58362466e-01, 3.49999988e-03, -6.94177612e+02, -1.77343273e+00, 3.01501727e+00
2.02920020e-01, 3.33051503e-01, 3.49999988e-03, 8.03347961e+02, 4.31813812e+01, -7.37756157e+00
2.63123095e-01, 3.30503851e-01, 3.49999988e-03, -7.97062988e+02, 1.44100630e+00, -1.05643046e+00
2.71574557e-01, 3.47456813e-01, 3.49999988e-03, -6.72813354e+02, -3.67588192e-01, -7.26328433e-01
2.26574540e-01, 3.53124589e-01, 3.49999988e-03, 1.66874341e+03, 9.75335026e+00, 9.44921207e+00
2.73250550e-01, 3.59335810e-01, 3.49999988e-03, -6.96892578e+02, -1.95983279e+00, 3.24883556e+00
2.57501721e-01, 3.27497274e-01, 3.49999988e-03, -9.19078186e+02, 1.39109850e+01, -6.61754072e-01
2.65878975e-01, 3.26172829e-01, 3.49999988e-03, -7.55262268e+02, 1.76482220e+01, -2.01779556e+00
6.52559578e-01, 1.88107286e-02, 3.49999988e-03, -6.46100769e+01, 5.60941277e+01, 7.28124827e-02
2.77570635e-01, 3.56877506e-01, 3.49999988e-03, -6.88864258e+02, -2.85706925e+00, 2.68091846e+00
2.26602644e-01, 3.45838636e-01, 3.49999988e-03, 1.61772363e+03, 1.11806173e+01, -1.23650818e+01
2.68359929e-01, 3.65447044e-01, 3.49999988e-03, -7.32861206e+02, -1.76820660e+00, 2.64959145e+00
9.93400872e-01, 3.51041257e-01, 3.49999988e-03, 1.55653811e+00, 3.53769798e+01, -8.99068266e-03
2.79782891e-01, 4.05653566e-01, 3.49999988e-03, -4.65016418e+02, 6.58583755e+01, 8.37442780e+00
2.67969161e-01, 3.64793926e-01, 3.49999988e-03, -7.33963379e+02, -1.81474173e+00, 2.48208356e+00
2.67701030e-01, 3.36016715e-01, 3.49999988e-03, -7.32490173e+02, -1.67950773e+00, -2.22473001e+00
9.79667842e-01, 3.82926241e-02, 3.49999988e-03, -2.48167372e+00, 5.55881844e+01, 4.29953150e-02
9.80044246e-01, 2.88657136e-02, 3.49999988e-03, -2.49850655e+00, 5.53904190e+01, 2.55308822e-02
9.80105996e-01, 1.93297658e-02, 3.49999988e-03, -2.54828715e+00, 5.52089500e+01, 1.21113937e-02
9.79430377e-01, 4.75698002e-02, 3.49999988e-03, -2.46686077e+00, 5.57860985e+01, 6.29815832e-02
9.70107973e-01, 2.83260960e-02, 3.49999988e-03, -3.76826262e+00, 5.53962936e+01, 2.45255828e-02
9.79675412e-01, 6.61354721e-01, 3.49999988e-03, -2.49576068e+00, 5.56003189e+01, -4.42264676e-02
9.79695976e-01, 6.71169758e-01, 3.49999988e-03, -2.54444337e+00, 5.53942032e+01, -2.59955693e-02
9.79828656e-01, 6.80794299e-01, 3.49999988e-03, -2.59037256e+00, 5.52094498e+01, -1.24861691e-02
9.69520986e-01, 3.74412425e-02, 3.49999988e-03, -3.77674294e+00, 5.55859566e+01, 4.08619083e-02
9.70053971e-01, 1.91379376e-02, 3.49999988e-03, -3.82243609e+00, 5.52184181e+01, 1.17185879e-02
9.69542444e-01, 6.71457350e-01, 3.49999988e-03, -3.82183456e+00, 5.54030991e+01, -2.51381397e-02
9.69687283e-01, 6.81015015e-01, 3.49999988e-03, -3.87657881e+00, 5.52159996e+01, -1.18732303e-02
