
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -1.15026283e+02, 1.39775586e+00, 2.75124788e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -8.74758377e+01, 2.90506929e-01, 1.06576912e-01
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -8.70549927e+01, 1.75287887e-01, 1.42738149e-01
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -8.59174271e+01, 3.11532885e-01, 1.49035782e-01
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -8.59979706e+01, 1.51317850e-01, 1.78747118e-01
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -8.44635391e+01, 2.68974155e-01, 2.04071462e-01
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -8.47636642e+01, 1.02956228e-01, 2.26167619e-01
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, -1.68576908e+01, 8.76403904e+00, 6.88401508e+00
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, -1.27113199e+01, 8.20607376e+00, 6.65923929e+00
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 9.06959076e+01, 2.94975758e+00, -4.48870945e+00
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 8.64996033e+01, 2.87734914e+00, -4.31257296e+00
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -6.30698090e+01, 7.37106419e+00, 3.18151534e-01
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -6.29837418e+01, 8.99811077e+00, 2.63153046e-01
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -8.46764069e+01, -9.18861479e-02, -2.38090143e-01
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -8.44294662e+01, -7.34205022e-02, -2.55225927e-01
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -7.14138336e+01, 8.72834015e+00, -4.66967821e+00
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 3.41744766e+01, 1.52649412e+01, -2.78596544e+00
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -4.67254295e+01, 1.88431320e+01, 9.36186731e-01
2.76449233e-01, 3.86652499e-01, 3.49999988e-03, -6.75106354e+01, 1.52002039e+01, 8.03181887e-01
2.75771260e-01, 3.22430432e-01, 3.49999988e-03, -7.35793610e+01, 8.37089634e+00, 5.45678996e-02
2.26125121e-01, 3.79420489e-01, 3.49999988e-03, 2.12581234e+01, 1.46894646e+01, 7.00143003e+00
2.69437104e-01, 3.34188879e-01, 3.49999988e-03, -8.18816833e+01, 3.47538799e-01, -2.86783934e-01
2.44113281e-01, 3.28071207e-01, 3.49999988e-03, -1.02821556e+02, 7.79912472e+00, -2.63926911e+00
2.28653014e-01, 3.46790612e-01, 3.49999988e-03, 1.61697098e+02, 6.87643886e-01, -1.49038839e+00
2.28822231e-01, 3.46546143e-01, 3.49999988e-03, 1.61424118e+02, 5.91154516e-01, -1.44431448e+00
2.29667142e-01, 3.43131721e-01, 3.49999988e-03, 1.34249680e+02, 1.41409695e+00, -2.95300674e+00
2.29885608e-01, 3.42704922e-01, 3.49999988e-03, 1.30751907e+02, 1.38969278e+00, -2.90060616e+00
2.48497680e-01, 3.28154474e-01, 3.49999988e-03, -1.20977356e+02, 4.74033880e+00, -6.85736597e-01
2.48835951e-01, 3.28345299e-01, 3.49999988e-03, -1.21958740e+02, 4.17673063e+00, -5.25084436e-01
2.52171457e-01, 3.28182817e-01, 3.49999988e-03, -1.21604637e+02, 3.60602093e+00, -1.89749040e-02
2.52614528e-01, 3.28439295e-01, 3.49999988e-03, -1.21976540e+02, 3.12703633e+00, 6.13947771e-02
2.50179917e-01, 3.71934444e-01, 3.49999988e-03, -1.21940834e+02, 4.17750359e+00, 3.31529498e-01
2.49690250e-01, 3.71678323e-01, 3.49999988e-03, -1.22479980e+02, 3.87878990e+00, 3.46822262e-01
2.17573375e-01, 3.07989866e-01, 3.49999988e-03, 2.56409283e+01, 1.54318390e+01, -4.42239141e+00
2.85152465e-01, 3.71849865e-01, 3.49999988e-03, -6.83668747e+01, 4.40662384e+00, -9.82063487e-02
2.30627552e-01, 3.05202305e-01, 3.49999988e-03, -2.31239915e+00, 1.69956951e+01, -5.00167990e+00
2.90271044e-01, 3.60522479e-01, 3.49999988e-03, -6.59581146e+01, -7.04553500e-02, 9.89294648e-02
2.80164719e-01, 3.54305744e-01, 3.49999988e-03, -6.93488770e+01, -7.12835789e-01, 2.97910780e-01
2.19507426e-01, 3.57373744e-01, 3.49999988e-03, 1.23126877e+02, 7.23214865e+00, 3.52157855e+00
2.71199197e-01, 3.31573874e-01, 3.49999988e-03, -7.98754807e+01, 1.47811377e+00, -1.35120466e-01
2.65724510e-01, 3.72013777e-01, 3.49999988e-03, -8.88660812e+01, 3.39529157e+00, -2.84830600e-01
2.29250818e-01, 3.35905313e-01, 3.49999988e-03, 6.44611053e+01, 7.53798819e+00, -8.05192661e+00
2.74949193e-01, 3.40164900e-01, 3.49999988e-03, -7.30449677e+01, -2.70602256e-01, -5.99110425e-01
2.41035432e-01, 3.73794675e-01, 3.49999988e-03, -7.81726456e+01, 1.29835730e+01, 5.85265350e+00
2.68660724e-01, 3.34149688e-01, 3.49999988e-03, -8.31363602e+01, 2.74535060e-01, -2.54185677e-01
2.71433324e-01, 3.55509847e-01, 3.49999988e-03, -7.09593811e+01, -1.46116197e-01, 3.37989330e-01
2.65049905e-01, 3.66360754e-01, 3.49999988e-03, -9.06912003e+01, 1.89677224e-01, 4.77786399e-02
2.32290149e-01, 3.62280309e-01, 3.49999988e-03, 6.24808769e+01, 3.11875129e+00, 4.12381506e+00
2.36904576e-01, 3.32802802e-01, 3.49999988e-03, -2.98524151e+01, 4.98280907e+00, -3.78418088e+00
2.38766909e-01, 3.31582099e-01, 3.49999988e-03, -5.60289230e+01, 5.19996405e+00, -3.26347804e+00
2.43490577e-01, 3.71544540e-01, 3.49999988e-03, -1.00536545e+02, 7.42018700e+00, 2.67535901e+00
2.70347357e-01, 3.42804104e-01, 3.49999988e-03, -7.28791428e+01, -1.38079405e-01, -3.23718995e-01
2.54969299e-01, 3.71057481e-01, 3.49999988e-03, -1.18952423e+02, 2.16682601e+00, -2.53591746e-01
2.59555727e-01, 3.23622167e-01, 3.49999988e-03, -9.63993149e+01, 8.88338947e+00, -2.39856645e-01
2.27747604e-01, 3.45203340e-01, 3.49999988e-03, 1.49439560e+02, 1.64194918e+00, -2.85521317e+00
2.69646943e-01, 3.65731299e-01, 3.49999988e-03, -8.14772110e+01, 3.64462286e-01, 2.96089977e-01
2.63427705e-01, 3.29155266e-01, 3.49999988e-03, -9.44230728e+01, 2.37623382e+00, 3.24904889e-01
2.81542689e-01, 3.61594617e-01, 3.49999988e-03, -7.02176895e+01, 3.88753712e-02, 4.01614666e-01
2.72948742e-01, 3.58362466e-01, 3.49999988e-03, -7.31726074e+01, -2.88586736e-01, 5.72534323e-01
2.02920020e-01, 3.33051503e-01, 3.49999988e-03, 7.85434875e+01, 1.21889486e+01, -2.45066690e+00
2.63123095e-01, 3.30503851e-01, 3.49999988e-03, -9.57627945e+01, 1.38052309e+00, 2.48344764e-01
2.71574557e-01, 3.47456813e-01, 3.49999988e-03, -6.86815567e+01, -7.77316019e-02, -1.51654258e-01
2.26574540e-01, 3.53124589e-01, 3.49999988e-03, 1.55098083e+02, 1.89621830e+00, 2.07890177e+00
2.73250550e-01, 3.59335810e-01, 3.49999988e-03, -7.36856308e+01, -2.79002279e-01, 5.95468819e-01
2.57501721e-01, 3.27497274e-01, 3.49999988e-03, -1.08495018e+02, 4.01919174e+00, 3.36093903e-01
2.65878975e-01, 3.26172829e-01, 3.49999988e-03, -8.73154526e+01, 5.20422363e+00, 2.61382550e-01
6.52559578e-01, 1.88107286e-02, 3.49999988e-03, -2.72917962e+00, 1.63354874e+01, 1.13196876e-02
2.77570635e-01, 3.56877506e-01, 3.49999988e-03, -7.07656097e+01, -4.75517899e-01, 4.86814260e-01
2.26602644e-01, 3.45838636e-01, 3.49999988e-03, 1.50462845e+02, 2.21672368e+00, -2.77900696e+00
2.68359929e-01, 3.65447044e-01, 3.49999988e-03, -8.32688675e+01, 1.70624435e-01, 2.66995609e-01
9.93400872e-01, 3.51041257e-01, 3.49999988e-03, 8.86003599e-02, 1.16989374e+01, -2.59950478e-03
2.79782891e-01, 4.05653566e-01, 3.49999988e-03, -4.52582626e+01, 1.95336323e+01, 1.82374394e+00
2.67969161e-01, 3.64793926e-01, 3.49999988e-03, -8.36308594e+01, 3.20646055e-02, 2.75451243e-01
2.67701030e-01, 3.36016715e-01, 3.49999988e-03, -8.36658554e+01, -7.55421966e-02, -2.84285426e-01
9.79667842e-01, 3.82926241e-02, 3.49999988e-03, -1.02285393e-01, 1.63790874e+01, 1.04226712e-02
9.80044246e-01, 2.88657136e-02, 3.49999988e-03, -1.07500859e-01, 1.62776070e+01, 6.33949414e-03
9.80105996e-01, 1.93297658e-02, 3.49999988e-03, -1.14598826e-01, 1.61713123e+01, 3.08001507e-03
9.79430377e-01, 4.75698002e-02, 3.49999988e-03, -9.80900899e-02, 1.64708233e+01, 1.49308089e-02
9.70107973e-01, 2.83260960e-02, 3.49999988e-03, -1.63708061e-01, 1.62762337e+01, 6.02436205e-03
9.79675412e-01, 6.61354721e-01, 3.49999988e-03, -1.05978265e-01, 1.63840408e+01, -1.08875055e-02
9.79695976e-01, 6.71169758e-01, 3.49999988e-03, -1.11832008e-01, 1.62790413e+01, -6.56902976e-03
9.79828656e-01, 6.80794299e-01, 3.49999988e-03, -1.17524691e-01, 1.61710167e+01, -3.16313421e-03
9.69520986e-01, 3.74412425e-02, 3.49999988e-03, -1.59728080e-01, 1.63730106e+01, 9.85736866e-03
9.70053971e-01, 1.91379376e-02, 3.49999988e-03, -1.72265872e-01, 1.61732063e+01, 2.93883448e-03
9.69542444e-01, 6.71457350e-01, 3.49999988e-03, -1.68384865e-01, 1.62791214e+01, -6.26605237e-03
9.69687283e-01, 6.81015015e-01, 3.49999988e-03, -1.75696239e-01, 1.61710968e+01, -2.95111467e-03
9.62146223e-01, 3.60422470e-02, 3.49999988e-03, -1.98958322e-01, 1.63620358e+01, 9.19043366e-03
9.79303718e-01, 5.70114367e-02, 3.49999988e-03, -9.06718969e-02, 1.65521851e+01, 1.98775902e-02
9.68766928e-01, 4.62039113e-02, 3.49999988e-03, -1.53698400e-01, 1.64613228e+01, 1.40658496e-02
9.79626656e-01, 6.51642382e-01, 3.49999988e-03, -1.00409061e-01, 1.64797459e+01, -1.58097651e-02
9.69450891e-01, 6.61911666e-01, 3.49999988e-03, -1.60862163e-01, 1.63840561e+01, -1.05267148e-02
9.59455192e-01, 6.81272745e-01, 3.49999988e-03, -2.35291809e-01, 1.61716995e+01, -2.85029877e-03
9.59891021e-01, 2.84680761e-02, 3.49999988e-03, -2.13425025e-01, 1.62846565e+01, 6.12756051e-03
9.60102677e-01, 1.99884363e-02, 3.49999988e-03, -2.28682309e-01, 1.61788120e+01, 2.98355799e-03
9.59320843e-01, 6.71774447e-01, 3.49999988e-03, -2.27093846e-01, 1.62799988e+01, -6.10715244e-03
9.59243536e-01, 6.62264407e-01, 3.49999988e-03, -2.18322724e-01, 1.63851471e+01, -1.03451908e-02
9.69372988e-01, 6.52305782e-01, 3.49999988e-03, -1.53458774e-01, 1.64797249e+01, -1.54132508e-02
9.79556441e-01, 6.41912758e-01, 3.49999988e-03, -9.47597474e-02, 1.65626640e+01, -2.09383443e-02
9.56684411e-01, 4.22493704e-02, 3.49999988e-03, -2.18415022e-01, 1.64246407e+01, 1.20925941e-02
9.68568563e-01, 5.49201518e-02, 3.49999988e-03, -1.41533956e-01, 1.65436592e+01, 1.90100577e-02
