
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -2.35582535e+02, 1.99054575e+00, 3.30491602e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -1.78399704e+02, 7.40253255e-02, 4.64165092e-01
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -1.77564560e+02, -7.19405487e-02, 5.04640758e-01
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -1.75756271e+02, 8.76972601e-02, 5.49620092e-01
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -1.75747208e+02, -1.09182410e-01, 5.66860437e-01
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -1.73245651e+02, 2.34781634e-02, 6.43352985e-01
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -1.73625687e+02, -1.75346673e-01, 6.43098176e-01
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, -5.24993858e+01, 1.51434393e+01, 1.18949623e+01
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, -4.36466942e+01, 1.42626343e+01, 1.15764132e+01
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 1.84656860e+02, 5.27907085e+00, -8.00545597e+00
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 1.74827850e+02, 5.17342901e+00, -7.73374701e+00
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -1.41952469e+02, 1.14061460e+01, -1.01106152e-01
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -1.41281631e+02, 1.42581930e+01, -2.09887400e-01
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -1.73100327e+02, -3.47364634e-01, -5.74796319e-01
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -1.72766571e+02, -3.47906470e-01, -6.24963343e-01
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -1.70741287e+02, 1.52358122e+01, -8.23469448e+00
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 7.09214706e+01, 2.29298267e+01, -3.96490908e+00
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -1.04668083e+02, 2.88578186e+01, 1.80966973e+00
