
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -2.02276428e+02, 1.85429847e+00, 3.21938157e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -1.53157700e+02, 1.41374424e-01, 3.68030310e-01
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -1.52427750e+02, 1.29596889e-03, 4.08137798e-01
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -1.50784424e+02, 1.57344878e-01, 4.42880213e-01
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -1.50797531e+02, -3.29112597e-02, 4.64015394e-01
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -1.48536224e+02, 9.79924724e-02, 5.27359307e-01
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -1.48899353e+02, -9.53380615e-02, 5.33389688e-01
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, -4.20909843e+01, 1.34891109e+01, 1.05988989e+01
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, -3.45326424e+01, 1.26875677e+01, 1.03008347e+01
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 1.58177475e+02, 4.66662693e+00, -7.08158875e+00
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 1.49991287e+02, 4.56816912e+00, -6.83260393e+00
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -1.19333305e+02, 1.04143286e+01, 2.26234235e-02
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -1.18854599e+02, 1.29449301e+01, -7.17538595e-02
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -1.48487564e+02, -2.78795511e-01, -4.87598002e-01
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -1.48174881e+02, -2.73641616e-01, -5.29254735e-01
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -1.42125168e+02, 1.35340118e+01, -7.29963923e+00
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 6.05132065e+01, 2.10164261e+01, -3.67039537e+00
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -8.79940948e+01, 2.63718319e+01, 1.57656562e+00
2.76449233e-01, 3.86652499e-01, 3.49999988e-03, -1.22418770e+02, 2.23194046e+01, 1.68138707e+00
2.75771260e-01, 3.22430432e-01, 3.49999988e-03, -1.32999634e+02, 1.20719166e+01, -3.53996694e-01
2.26125121e-01, 3.79420489e-01, 3.49999988e-03, 3.86477013e+01, 2.03078938e+01, 9.23705578e+00
2.69437104e-01, 3.34188879e-01, 3.49999988e-03, -1.44625076e+02, 1.84201717e-01, -6.72401011e-01
2.44113281e-01, 3.28071207e-01, 3.49999988e-03, -1.96419373e+02, 1.20377932e+01, -4.15519810e+00
