
[Name]
surface_body

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.56701469e-01, 3.29695731e-01, 3.49999988e-03, -1.37607298e+01, 4.09843862e-01, 1.02214873e-01
2.66430289e-01, 3.66504133e-01, 3.49999988e-03, -1.14276342e+01, 2.41119608e-01, -1.31385133e-01
2.66571522e-01, 3.65962327e-01, 3.49999988e-03, -1.14119883e+01, 2.00626627e-01, -1.15443788e-01
2.67175764e-01, 3.66378933e-01, 3.49999988e-03, -1.11717482e+01, 2.56917953e-01, -1.35942638e-01
2.67080307e-01, 3.65706146e-01, 3.49999988e-03, -1.12560120e+01, 1.96836293e-01, -1.12907238e-01
2.67848164e-01, 3.66024315e-01, 3.49999988e-03, -1.09521761e+01, 2.48585537e-01, -1.31188273e-01
2.67541885e-01, 3.65349650e-01, 3.49999988e-03, -1.10752535e+01, 1.83694214e-01, -1.06072746e-01
2.35255197e-01, 3.68153274e-01, 3.49999988e-03, 2.23646784e+00, 1.68700981e+00, 1.31008899e+00
2.34964505e-01, 3.67760867e-01, 3.49999988e-03, 2.70274591e+00, 1.56107104e+00, 1.25395715e+00
2.30888456e-01, 3.39513123e-01, 3.49999988e-03, 1.36495600e+01, 5.22017539e-01, -7.96292365e-01
2.31098831e-01, 3.39249581e-01, 3.49999988e-03, 1.32858086e+01, 5.05254567e-01, -7.57896841e-01
2.93343335e-01, 3.23255450e-01, 3.49999988e-03, -6.58388615e+00, 1.92652309e+00, 3.74717951e-01
2.91869968e-01, 3.20680827e-01, 3.49999988e-03, -6.58783054e+00, 2.23671532e+00, 3.73056769e-01
2.67074615e-01, 3.36066663e-01, 3.49999988e-03, -1.12360725e+01, 8.16415995e-02, 5.76802641e-02
2.67320782e-01, 3.35857064e-01, 3.49999988e-03, -1.11654234e+01, 1.00081176e-01, 6.74543455e-02
2.39753142e-01, 3.29434872e-01, 3.49999988e-03, -3.91785884e+00, 1.67916322e+00, -8.68867874e-01
2.00043499e-01, 3.00899386e-01, 3.49999988e-03, 4.86926985e+00, 4.68702507e+00, -1.11890316e+00
2.95140624e-01, 4.02514845e-01, 3.49999988e-03, -4.93109941e+00, 4.96179104e+00, 2.51591019e-02
2.76449233e-01, 3.86652499e-01, 3.49999988e-03, -7.56785011e+00, 3.52227926e+00, -1.49669796e-01
2.75771260e-01, 3.22430432e-01, 3.49999988e-03, -8.50796127e+00, 2.08887649e+00, 3.24583530e-01
2.26125121e-01, 3.79420489e-01, 3.49999988e-03, 3.17355967e+00, 4.11387157e+00, 2.30229378e+00
2.69437104e-01, 3.34188879e-01, 3.49999988e-03, -1.05184183e+01, 2.89100081e-01, 1.40665233e-01
2.44113281e-01, 3.28071207e-01, 3.49999988e-03, -8.22257614e+00, 1.54646981e+00, -4.87489104e-01
2.28653014e-01, 3.46790612e-01, 3.49999988e-03, 2.06320915e+01, 1.17639735e-01, -2.60200173e-01
2.28822231e-01, 3.46546143e-01, 3.49999988e-03, 2.06807556e+01, 1.00295343e-01, -2.48687744e-01
2.29667142e-01, 3.43131721e-01, 3.49999988e-03, 1.80137329e+01, 2.45042846e-01, -5.14943600e-01
2.29885608e-01, 3.42704922e-01, 3.49999988e-03, 1.77163639e+01, 2.38946080e-01, -5.01856029e-01
2.48497680e-01, 3.28154474e-01, 3.49999988e-03, -1.16391363e+01, 1.00577164e+00, -1.17976710e-01
2.48835951e-01, 3.28345299e-01, 3.49999988e-03, -1.18500414e+01, 8.93750966e-01, -8.94122720e-02
2.52171457e-01, 3.28182817e-01, 3.49999988e-03, -1.29975853e+01, 8.41707230e-01, 2.64035314e-02
2.52614528e-01, 3.28439295e-01, 3.49999988e-03, -1.32113514e+01, 7.43604720e-01, 4.06080522e-02
2.50179917e-01, 3.71934444e-01, 3.49999988e-03, -1.22484608e+01, 9.21331525e-01, 4.54527363e-02
2.49690250e-01, 3.71678323e-01, 3.49999988e-03, -1.21862402e+01, 8.47899437e-01, 5.32585829e-02
2.17573375e-01, 3.07989866e-01, 3.49999988e-03, 3.70391870e+00, 4.71519995e+00, -1.73573732e+00
2.85152465e-01, 3.71849865e-01, 3.49999988e-03, -7.58294582e+00, 1.32386553e+00, -3.29307675e-01
2.30627552e-01, 3.05202305e-01, 3.49999988e-03, 7.83385858e-02, 5.22300196e+00, -1.87915659e+00
2.90271044e-01, 3.60522479e-01, 3.49999988e-03, -7.22016859e+00, 3.93242031e-01, -1.69032872e-01
2.80164719e-01, 3.54305744e-01, 3.49999988e-03, -8.30870533e+00, 2.69172471e-02, -2.82610934e-02
2.19507426e-01, 3.57373744e-01, 3.49999988e-03, 1.48378649e+01, 1.67914009e+00, 1.02722895e+00
2.71199197e-01, 3.31573874e-01, 3.49999988e-03, -9.97709370e+00, 6.18471682e-01, 2.27023542e-01
2.65724510e-01, 3.72013777e-01, 3.49999988e-03, -1.10393553e+01, 1.03280056e+00, -2.83011109e-01
2.29250818e-01, 3.35905313e-01, 3.49999988e-03, 9.83638763e+00, 1.54435813e+00, -1.69374478e+00
2.74949193e-01, 3.40164900e-01, 3.49999988e-03, -9.08462048e+00, 9.51680094e-02, 4.97100838e-02
2.41035432e-01, 3.73794675e-01, 3.49999988e-03, -5.53773689e+00, 2.67635632e+00, 1.13954175e+00
2.68660724e-01, 3.34149688e-01, 3.49999988e-03, -1.07505169e+01, 2.58443952e-01, 1.32504717e-01
2.71433324e-01, 3.55509847e-01, 3.49999988e-03, -9.13220119e+00, -3.82932764e-03, 1.40779614e-02
2.65049905e-01, 3.66360754e-01, 3.49999988e-03, -1.19669743e+01, 1.83132961e-01, -1.08807564e-01
2.32290149e-01, 3.62280309e-01, 3.49999988e-03, 1.09816933e+01, 5.44534624e-01, 7.17909813e-01
2.36904576e-01, 3.32802802e-01, 3.49999988e-03, 1.28269565e+00, 8.97993386e-01, -6.73608303e-01
2.38766909e-01, 3.31582099e-01, 3.49999988e-03, -1.73770618e+00, 9.50005293e-01, -5.85886300e-01
2.43490577e-01, 3.71544540e-01, 3.49999988e-03, -7.77544641e+00, 1.45827234e+00, 4.93806273e-01
2.70347357e-01, 3.42804104e-01, 3.49999988e-03, -9.48162365e+00, -1.86987687e-03, -1.15106925e-02
2.54969299e-01, 3.71057481e-01, 3.49999988e-03, -1.36872959e+01, 5.70289135e-01, -9.16256681e-02
2.59555727e-01, 3.23622167e-01, 3.49999988e-03, -1.10477076e+01, 2.10464215e+00, 1.52236953e-01
2.27747604e-01, 3.45203340e-01, 3.49999988e-03, 1.89595604e+01, 2.93332428e-01, -5.27260005e-01
2.69646943e-01, 3.65731299e-01, 3.49999988e-03, -1.04493885e+01, 2.96865433e-01, -1.43695951e-01
2.63427705e-01, 3.29155266e-01, 3.49999988e-03, -1.18506231e+01, 7.79874325e-01, 2.46320963e-01
2.81542689e-01, 3.61594617e-01, 3.49999988e-03, -8.20939445e+00, 2.96314806e-01, -1.40797496e-01
2.72948742e-01, 3.58362466e-01, 3.49999988e-03, -9.28206158e+00, 3.08977421e-02, -1.08207278e-02
2.02920020e-01, 3.33051503e-01, 3.49999988e-03, 1.01584291e+01, 3.46338081e+00, -9.53713179e-01
2.63123095e-01, 3.30503851e-01, 3.49999988e-03, -1.22024069e+01, 5.24356246e-01, 2.01562852e-01
2.71574557e-01, 3.47456813e-01, 3.49999988e-03, -8.81911755e+00, -4.69555054e-03, -8.92463699e-03
2.26574540e-01, 3.53124589e-01, 3.49999988e-03, 1.92086964e+01, 3.46416563e-01, 4.03511375e-01
2.73250550e-01, 3.59335810e-01, 3.49999988e-03, -9.33056736e+00, 5.40805273e-02, -2.54000500e-02
2.57501721e-01, 3.27497274e-01, 3.49999988e-03, -1.27130766e+01, 1.05634916e+00, 1.75869808e-01
2.65878975e-01, 3.26172829e-01, 3.49999988e-03, -1.06265125e+01, 1.42236125e+00, 2.96431333e-01
6.52559578e-01, 1.88107286e-02, 3.49999988e-03, -1.75516218e-01, 5.12559891e+00, 2.69645522e-03
2.77570635e-01, 3.56877506e-01, 3.49999988e-03, -8.65238380e+00, 4.99299355e-02, -3.39450985e-02
2.26602644e-01, 3.45838636e-01, 3.49999988e-03, 1.87019405e+01, 4.10404801e-01, -5.45882285e-01
2.68359929e-01, 3.65447044e-01, 3.49999988e-03, -1.07959423e+01, 2.18340188e-01, -1.17764428e-01
9.93400872e-01, 3.51041257e-01, 3.49999988e-03, 1.52797829e-02, 4.02794743e+00, -1.71103328e-03
